customer_number,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,bakery,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,cashpoint,seasonal_gifting,discount_bakery,practical_items
8519,133.72,98.77,73.16,107.55,127.12,0,1.26,27.51,27.24,34.15,69.15,0,180.92,0,1.59,0,0,4.25,0,0
3633,13.4,21.66,18.05,6.87,14.26,0,2.25,15.34,11.4,7.58,4.93,2.18,1.35,0,4.16,0,0,3.26,0,3.81
13962,52.94,160.84,87.28,46.47,56.1,0,0,56.66,14.19,18.48,29.9,0,12.32,0,91.02,0,0,19.26,0,4.07
15227,1.45,7.25,11.62,11.97,37.37,0,0.55,2.99,0,17.55,3,0,0,0,0,0,0,0,0,0
11650,9.69,57.68,102.56,35.38,33.23,0,115.08,30.12,28.36,18.53,11.94,21.74,37.82,8.51,1.67,22,379,22.56,0,2.29
4278,44.76,81.84,41.29,26.02,22.2,0,0.8,17.78,40.54,74.16,43.92,3.81,0,42.07,6.86,0,0,5.1,0,0
11466,85.04,113.73,120.27,95.65,265.68,0,24.26,111.47,195.91,22.69,219.84,659.93,56.4,4.26,19.19,0,30,4.65,0,2.53
8982,74.3,34.92,13.38,48.87,10.39,0,11.86,56.91,8.47,25.36,32.25,0,0,9.59,12.08,5.5,0,5.9,0,0
3218,3.42,11.06,12.86,29.72,16.42,0,3.96,0.49,1.5,2.51,11.27,0,0,0,8.99,0,0,1.69,0,0
1484,98.59,100.28,70.32,108.45,44.02,0,50.37,38.2,5.52,81.46,36.07,0,263.51,5.98,3.48,0,0,6.06,0,2.55
10165,48.63,84.81,44.43,49.89,35.37,0,61.72,29.57,43.43,65.08,53.44,507.76,2.13,22.27,4.04,78,215,1.52,0,0
3038,153.16,122.48,115.67,40.28,84.89,0,74.58,98.24,11.88,122.34,50.95,0,0,1.2,5.27,0,0,10,0,0
7675,255.66,143.28,85.68,184.94,108.32,0,14.03,48.67,35.83,59.2,335.69,0,120.47,29.94,11.5,0,0,31.03,0,5.95
13868,58.02,37.68,34.28,88.43,13.86,0,0,9.55,21.98,18.74,62.69,44.68,36.51,0,1.44,36,81,0,0,0
8388,23.7,22.5,43.41,20.4,78.9,0,8.1,11.74,2.62,14.93,4.25,10.58,6.2,1.8,5.86,0,30,2.98,0,0
3289,55.51,38.18,63.1,17.87,54.5,0,6.51,6.63,6.6,10.55,10.65,0,0,3.64,6.05,0,0,0,0,1.69
6250,13.75,36.6,27.16,6.44,3.13,0,1.4,7.89,15.13,12.57,16.82,192.98,159.34,0,1.19,0,30,0,0,0
11322,60.22,219.69,197.94,128.62,108.73,0,20.1,77.49,100.76,128.92,110.4,552.24,6.63,34.2,13.12,0,125,0.42,0,5.52
10945,209.42,157.09,116.22,99.2,173.59,0,63.17,3.69,32.01,72.5,3.99,0,0,35.82,4.69,0,15,5.55,0,14.42
1083,75.54,103.3,33.68,63.3,35.91,0,9.72,28.57,10.56,46.32,43.64,27.36,115.96,2.48,18.79,0,0,17.15,0,0
5246,25.2,25.26,30.95,14.63,26.84,0,10.27,15.78,46.35,15.67,1.99,210.84,310.24,0,1.57,1,0,0,0,0
12573,33.42,33.36,47.86,62.29,29.68,0,0,22.74,12.03,4.89,23.46,0,23.68,0,4.03,0,0,0,1.25,0
6759,174.75,199.42,238.9,236.28,374.32,0,82.4,63.11,103.02,216.2,133.84,0,35.55,12.21,0,0,0,11.81,0,8.63
12357,260.39,219.85,208.3,88.26,128.37,0,0,15.67,313.93,66.78,66.19,2.14,33.68,36.01,1.01,0,0,3.46,0,0
10549,56.94,78.22,189.1,31.94,105.04,0,19.29,41.03,53.03,28.63,44.41,530.23,11.22,21.33,14.67,147,128,6.09,0,0
2798,124.24,109.89,46.58,27.47,41.98,0,37.31,46.64,16.8,60.04,54.68,0,0,18.97,2.38,0,0,1.33,0,5.22
1770,23.95,12.73,50.54,31.65,34.91,0,0.82,64.53,3.2,65,44.17,0,0,6.31,7.22,0,0,2.98,0,0
4740,46.12,172.44,46.23,35.59,5.6,0,19.05,21.32,71.46,153.22,57.95,4.41,0,23.94,125.64,0,0,0,0,0
10557,37.01,41.73,26.25,15.14,6.35,0,0.35,46.14,0.79,3.29,87.94,0,0,6.69,5.89,4,0,4.2,0,0
2110,6.97,25.18,32.11,14.38,8.95,0,3.36,16.03,7.09,6.13,6.98,0,7.65,46.95,0,0,0,1.23,0,0
10818,165.87,133.72,38.69,68.31,63.42,0,48.2,32.17,25.04,48.23,137.95,143.65,19.05,68.87,41.18,60,110,5.96,4.72,0
8841,119.65,134.25,134.82,217.14,151.11,0,11.9,115.66,35.43,136.53,217.15,70.53,3.04,92.99,28.53,3,0,8.89,0,4.65
2566,11.75,15.72,42.55,11.16,15.06,0,17.51,3.04,7.33,8.38,1.99,0,0,0,11.33,0,74,5.09,0,1.52
13056,9.07,1.05,5.45,13.08,4.15,0,0,2.63,2.19,0,0,0,704.24,1.1,0,0,5,1.23,0,0
6924,0.89,101.38,106.21,46.56,52.4,0,25.65,30.31,58.99,9.13,48.07,215.07,78.93,4.2,0,4,89,2.54,0,6.3
2500,403.03,266.71,110.25,285.57,154.17,0,15.2,47.16,32.26,207.55,397.58,0,70.09,0,13.75,0,0,1.77,0,9.56
11002,50.5,32.43,11.21,38.86,12.15,0,1.3,6.21,4.63,5.83,53.33,4.2,37.65,16.66,3.26,20,82,8.49,0,1.44
1731,40.89,69.26,69.84,56.77,76.89,0,0.95,56.56,14.45,74.14,12.64,0,180.79,11.3,0,0,0,3.56,0,9.26
7303,74.3,107.57,38.16,55.24,46.51,0,17.25,59.77,20.99,52.48,57.2,164.88,10.72,12.29,4.25,0,0,5.17,0,0
2442,58.19,68.34,75.68,21.67,26.48,0,11.37,17.89,74.91,4.9,50.15,0,2.55,27.62,17.43,0,0,13.24,0,0
5510,84.35,41.21,54.07,22.6,63.05,0,44.98,6.29,47.11,25.18,17.62,35.88,109.03,0,0,1,0,4.6,23.01,0
6089,72.25,54.85,15.13,30.02,201.8,0,4.63,47.28,23.96,5.23,22.21,139.96,9.52,0,16.5,0,163,0,0,0
11509,47,22.85,31.16,24.33,8.65,0,12.21,12.86,23.57,2.62,74.23,26.01,46.82,0,4.06,0,0,0,0,0.76
6114,27.14,67.63,25.04,15.01,10.31,0,105.12,10.94,28.46,8.33,2.98,332.06,3.4,0,26.76,56,140,0,0,0
10599,72.3,100.41,108.13,60.44,61.58,0,99.29,14.42,38.35,98.34,7.6,160.61,152.32,39.56,43.32,0,0,10.14,0,0
3756,136.39,152.58,110.4,132.65,50.86,0,11.7,5.44,52.96,22.34,20.9,19.85,0,0,12.36,1,10,0,0,0
12641,52,89.67,71.4,72.67,201.83,0,0,11.05,80.64,70.93,75.62,18.18,8.5,31.39,3.79,0,150,3.98,0,0
3636,67.88,123.79,110.98,128.53,127.99,0,20.62,45.41,47.91,131.59,120.61,398.26,0,41.22,17.85,0,0,3.68,110.69,2.96
11943,18.98,3.24,14.48,0.6,0,0,0.76,17.45,5.28,1.99,0,0,0,11.67,4.54,0,0,0,3.73,0
3759,11.57,8.85,8.41,12.78,96.66,0,1.7,7.32,22.93,8.65,2.58,8.55,0,8.83,4.55,0,122,1.69,0,0
2590,7.59,20.04,20.82,24.21,10.95,0,3.74,10.23,20.82,37.32,24.75,0,26.37,0.4,2.98,0,10,10.93,0,0
7172,53.56,52.18,4.36,16.77,23.06,0,7.39,7.59,3.56,3.98,15.76,0,0,5.02,1.59,0,0,0,0,0
7019,33.71,28.66,40.84,36.83,48.6,0,2.25,3.53,2.91,26.86,21.93,0,0,1.16,0.91,0,0,24.71,0,9.74
1805,33.29,43.37,4.05,14.1,47.34,0,0,24.6,1.1,14.48,54.46,0,0,33.22,0,0,0,0,0,0
1254,264.43,136.66,89.41,45.39,240.49,0,28.07,107.15,42.39,16.18,80.74,0,336.25,0,96.82,0,0,4.35,0,7.44
5641,4.92,51.84,31.78,35.07,32.24,0,43.79,35.75,54.21,2.5,21.36,511.48,40.49,0,26.3,126,510,1.02,0,0
3278,120.54,54.3,51.81,127.4,52.04,0,6.35,22.51,31.9,40.42,27.47,0,40.69,0,8.42,0,0,8.07,0,0
14711,16.58,50.96,59.18,91.8,106.62,0,0.4,0,26.44,33.37,123.02,303.64,0,0,30.19,0,0,10.2,0,0
14495,132.3,93.98,46.73,32.05,17.1,0,7.08,0,2.28,1.79,0,0.43,0,0,0,0,0,0,0,0
6632,72.15,130.43,95.24,106.28,70.92,0,6.75,80.55,193.37,40.16,96.6,483.05,483.27,3.8,0,6,10,5.08,0,2.02
15554,13.61,51.09,3.29,4.86,2.29,0,3.35,2,26.13,0,0,495.23,0,0,63.36,50,0,0,0,0
2370,67.7,65.42,15.49,51.68,20.01,0,19.26,16.17,1.75,11.69,137.02,0,4.25,1.7,24.5,0,0,1.02,0.4,0
15690,37.75,43.56,4.32,48.93,1.57,0,1.55,11.34,1.7,0,51.56,0,67.86,50.73,0.99,0,0,0,0,1.69
6917,28.88,36.78,35.43,31.82,42.99,0,0.76,25.6,31.15,47.57,47.35,7.69,17.85,4.54,0,0,20,1.52,0,1.95
11280,71.81,310.19,140.76,83.04,252.15,0,25.24,66.73,41.02,38.29,140.17,38.77,10.37,0,23.26,0,150,4.83,0,13.98
7158,208.52,104.13,38.25,30.03,89.34,0,2.33,50.24,38.83,46.38,175.65,0,28.8,49.63,4.04,0,0,0,0,0
6063,55.25,97.17,63.14,41.17,58.85,0,99.03,6.1,44.91,14.39,30.08,4.09,142.6,0,0.84,149,58,8.49,0,4.24
9656,26.42,82.27,30.49,59.63,19.87,0,25.72,80.23,22.12,19.85,24.82,67.27,32.75,3.3,3.33,31,65,0,0,0
16041,13.52,57.14,34.85,40.91,54.92,0,5.5,22.62,3.08,23.76,0,0,0,18.17,2.03,10,142,1.28,0,0
1437,133.03,104.12,125.91,48.76,215.38,0,0.65,56.1,9.72,250.48,47.61,0,0,10.75,0,0,0,0,0,2.78
2573,57.49,105.64,48.57,15.67,28.77,0,36.01,44.24,17.21,30.53,144.62,0,187.47,1.8,2.31,0,5,5.91,0,0
3008,157.79,67.83,50.09,39.49,140.64,0,6.23,89.28,37.25,89.48,87.92,0,4.25,8.27,7,2,125,13.53,0,0
7148,81.5,70.56,80.36,94.07,241.82,0,13.44,13.4,6.99,53.24,25.38,0,10.47,0,3.75,0,0,12.92,0,14.36
12925,120.67,49.34,26.63,80.05,153.03,0,0,85.19,0,163.71,98.54,0,0,0,0.89,0,0,0,0,0
14239,40.5,59.7,35.85,33.7,23.55,0,0,22.6,1.62,12.75,39.3,0,0,1.3,0,0,0,5.06,0,0
11971,30.61,51.73,44.5,21.95,0,0,0.6,42.92,2.85,45.92,21.52,11.36,59.4,2.1,1.58,0,25,0,0,0
498,54.87,124.15,50.21,108.63,116.03,0,23.5,41.97,43.93,31.99,52.78,0,108.08,0,6.54,0,130,5.1,0,0
8488,70.15,138.54,172.22,122.36,244.39,0,9.08,11.82,109.97,156.42,30.47,586.82,31.01,5.49,2.47,0,0,2.31,0,0
5204,78.16,53.76,68.47,44.26,32.8,0,22.86,35.41,1.22,6.16,57.25,154.61,54.38,0,28.7,0,10,3.09,0,0
10495,108.03,39.06,32.39,36.28,68.77,0,1.75,5.53,11.69,49.53,30.73,0,0,12.8,4.67,0,10,5.09,0,0
10222,152.78,91.67,2.93,102.34,128.45,0,33.95,75.98,44.79,35.11,79.44,229.01,324.78,41.03,5.35,5,155,5.51,0,1.06
1050,45.9,14.06,11.41,41.05,102.72,0,3.89,26.98,5.45,7.74,30.11,0,54.52,0,1.07,7,30,1.18,0,2.96
14302,9.36,26.25,8.82,26.1,17.34,0,2.1,0,2.29,2,9.36,8.04,94.8,0,8.12,16,0,0.89,0,0
12391,12.26,23.59,33.32,13.76,46.74,0,0,13.76,24.19,17.35,3.25,172.62,116.83,2.1,3.98,0,0,4.23,0,0
2352,8.17,14.09,20.92,16.14,18.1,0,2.87,21.27,5,28.41,8.36,0,17.59,0,0,0,0,4.54,0,0
16306,69.18,34.85,3.27,53.63,13.35,0,0.55,20.1,11.97,16.12,0,0.37,200.68,0,1.35,0,20,0,0,0
2522,14.91,29.8,46.65,33.08,0.55,0,4.29,9.5,1.46,10.77,16.99,0,38.68,0,0,0,0,0,0,0
12237,41.97,108.33,44.07,29.02,21.12,0,0,8.62,14.29,15.33,20.67,0,0,0,0,0,0,0,0,0
3733,46.75,69.29,47.51,82.22,121.99,0,10.47,63.27,33.91,48.45,84.82,493.64,0,47.83,3.17,9.5,70,5.94,1.5,13.12
13069,0.59,5.91,0.65,2.65,3.77,0,0,6.7,0.83,0,1,21.88,0,1.21,0.3,4,134.62,0,0,0
221,107.09,34.13,31.77,65.23,57.94,0,4.98,1.29,20.13,38.63,65.52,0,79.89,17.72,8.1,0,30,0,0,0
12993,63.86,24.44,91.43,62.28,51.6,0,0,108.59,9.91,19.21,43.01,0,0,0,3.96,0,0,3.19,0,4.58
3741,30.99,20.17,21.55,13.71,60.56,0,12.8,24.71,24.4,10.76,18.11,11.23,0,0,0,0,0,9.48,0,0
6992,74.76,53.81,44.91,80.68,134.29,0,5.57,37.79,25.7,30.32,72.82,4.36,48.2,58.28,3.27,0,10,9.36,26.71,0
1308,116.41,42.49,15.58,22.71,35.36,0,9.84,64.23,10.25,11.18,42.7,0,31.83,8,16.94,0,0,0,0,0
427,54.71,59.32,9.31,11.18,13.33,0,3.85,43.35,34.69,56.53,61.82,0,541.7,0,0.99,4,0,6,0,1.27
2982,49.94,116.17,93.61,32.81,15.83,0,12.1,118.44,53.01,83.78,198.55,0,65.13,21.77,0,0,0,0,0,2.47
15481,31.46,24.19,130.1,12.66,55.62,0,14.85,17.53,1.35,0,7.78,0,0,2.1,3.93,0,0,0,0,0
2880,37.71,21.06,37.5,33.15,24.36,0,6.87,1.45,6.99,5.07,34.81,0,3.4,4.64,0,10,0,2.76,0,1.26
15933,43.9,97.48,65.47,106.92,34.33,0,5.78,61.03,53.75,4.57,0,0,6.58,63.32,5.13,0,0,2.12,0,14.77
9458,35.3,36.61,39.35,33.81,25.88,0,1.55,8.55,26.28,32.42,38.62,0,0,0,4.46,5,0,1.18,0,0
14805,19.43,42.53,10.57,6.51,2.28,0,11.91,10.35,0,7.55,7.96,270.86,0,3.5,0,16,0,0,0,0
3269,68.02,55.65,36.35,58.48,49.42,0,16.67,18.36,2.86,39.36,18.64,0,0,3.33,0,0,0,0,0,0
2519,55.58,29.01,12.52,12.36,36.42,0,4.1,25.01,0.33,18.55,47.2,0,22.55,25.16,6.17,0,0,1.27,0,0
2792,0,0,3.56,2.19,0,0,153.62,2.96,3.36,3.88,0,0,2.54,0,0,0,320,0,0,0
10732,266.81,244.16,118.44,53.61,56.98,0,6.28,41.25,14.25,33.14,75.85,0,36.66,23.4,1.45,0,10,2.99,0,0
10126,108.87,247.27,88.46,170.98,125.69,0,6.87,54.93,47.76,71.76,31.13,12.93,98.2,150.01,30.26,7,50,19.78,0,38.94
11967,50.46,8.01,22.56,32.77,0,0,10.46,46.01,0,10.61,32.03,0,4.25,0,8.05,10,35.78,0,0,0
12437,84.88,33.28,48.78,67.35,32.18,0,0,0,11.16,44.05,125.22,0,57.75,0,0,0,0,2.55,0,2.8
8092,32.38,46.73,145.01,73.11,70.69,0,5.14,30.69,9.04,15.09,64.45,19.33,5.1,40.9,2.08,0,0,0,0,0
13634,128.9,95.63,134.78,118.7,169.26,0,0,52.86,63.69,53.74,189.07,6.81,7.64,0,5.91,0,160,1.99,0,0
12170,73.89,118.97,147.04,42.63,55.69,0,0,2,1.17,70.73,7.06,276.4,2.97,1.9,15.52,0,136,0,0,0
12616,44.49,112.51,24.97,9.4,16.92,0,0,55.25,0,75.33,24.46,0,0,36.35,6.25,0,0,0,0,0
10072,8.95,20.35,14.52,18.35,8.61,0,1.1,18.99,3.58,8.35,25.31,61.11,26.28,2.2,0.28,4.5,180,6.69,0,0
4726,77.66,82.72,69.12,64.97,104.63,0,4.65,140.57,18.16,41.51,79.53,5.82,0,12.69,13.17,0,0,0,1.3,0
4664,71.29,46.08,33.05,12.08,22.23,0,18.95,45.39,56.78,25.5,12,676.02,0,0,2.44,5,8,0,0,0.32
3695,137.22,82.9,31.04,77.4,55.97,0,4,28.11,12.5,14.63,34.05,4.36,0,1.97,0,0,20,0,12.46,2.72
13852,52.98,47.54,52.26,54.5,20.26,0,0,28.98,6.03,13.18,70.97,0,41.65,16.83,2.93,0,0,0,0,0
15967,11.35,105.73,110.87,47.5,54.84,0,3.2,69.2,61.62,12.5,0,0,112.01,18.59,20.09,0,0,0,0,0
9727,10.26,38.2,37.32,10.21,18.92,0,15.61,17.85,3.9,14.42,3.05,2,1.27,16.58,5.14,2,20,0,3.83,0
5319,11.39,31.4,36.85,8.78,45.56,0,10.04,25.21,86.51,0.85,23.28,135.84,119.16,0,27.2,34,107,0,0,0
8322,27.48,47.66,27.74,16.27,62.67,0,44.68,31.17,7.62,10.58,7.37,448,3.4,8.49,1.78,0,0,6.76,0,0
928,24.34,40.33,11.04,48.06,74.29,0,4.75,19.02,8.2,37.22,0.97,719.89,2.97,23.79,0,0,50,0,0,3.6
10605,99.99,138.32,29.66,48.9,32.52,0,27.99,41.59,24.84,66.44,112.54,0,90.72,19.08,3.95,0,5,2.76,0,0
11878,11.52,2.58,4.33,1.79,0,0,10.25,0,1.23,0,0,225.58,5.36,3.98,4.28,48,15,0,0,0
2653,31.87,117.25,68.68,54.31,25.25,0,43.3,45.89,19.08,49.99,63.61,0,8.13,0,1.48,0,0,1.49,0,0
16022,18.78,57.98,144.17,33,52.47,0,5.45,17.07,26.47,130.7,0,439.98,31.58,1.09,0.89,0,"1,193.00",0,0,0
15682,39.49,20.24,8.98,15.86,1.11,0,3.12,19.4,2.81,0,30.66,0,0,3.77,5.12,0,0,2.71,0,0
8789,112.39,123.16,59.22,137.43,95.05,0,23.64,68.36,28.9,99.84,256.16,41.66,35.18,28.79,35.35,3,0,2.53,0,0
11038,110.49,121.96,193.57,59.02,71.11,0,5.2,7.62,63.13,65.57,22.4,714.56,22.85,23.19,14.9,3,155,7.97,3.03,3.4
11195,27.77,93.04,57.12,75.63,59.64,0,118.35,66.87,15.04,40.95,24.73,802.67,25.84,39.72,14.68,2,513.45,2.97,0,5.15
15573,51.47,28.56,106.57,4.23,38.39,0,36.19,3.99,68.18,0,0,0,34.98,0,0,0,0,44.07,8.57,0
14866,74.02,67.65,22.65,76.42,16.2,0,3.6,14.02,0,36.52,127,0,0,0,0,0,0,0,0,0
5542,63.5,54.24,36.71,33.23,23.8,0,0.35,74.76,1.32,40.05,38.77,11.47,5.1,0,1.41,0,0,10.5,0,2.11
4499,203.55,134,52.17,131.13,132.18,0,50.82,126.14,41.59,245.13,306.11,0.84,0,0,41.54,2,0,13.86,0,32.52
10992,110.78,116.42,106.7,127.74,45.81,0,26.78,20.4,36.52,72.4,176.87,0,81.09,12.35,15.1,0,55,16.83,0,3.97
11127,259.8,165.84,142.52,303.02,273.96,0,17.34,292.77,102.85,347.11,185.19,8.16,264.57,4.95,5.03,19,110,9.74,0,1.61
15059,29.46,12.71,9.85,20.35,2.2,0,17.1,4.67,0,0,0,0,267.91,2.3,0,0,0,0.84,0,0
5233,129.34,205.14,67.22,84.23,28.9,0,9.7,16.57,36.22,72.61,85.05,4.18,3.82,55.49,32.95,0,0,4.4,0,3.4
5185,44.44,94.1,136.71,128.27,17.87,0,12.72,18.6,58,25.85,14.03,98.82,26.69,0,8.73,9,108,24.15,0,9.49
11260,7.8,15.12,53.9,11.51,26.92,0,6.26,27.59,8.77,2.84,4.38,15.1,0,0,0.19,0,0,1.27,0,5.1
15280,6.11,17.39,2.43,25.78,9.91,0,2.85,4.24,0,0,2.99,352.43,34.56,13.24,0,13,0,0,0,0
711,240.03,216.99,253.71,48.8,92.43,0,12.64,20.35,11.52,214.05,90.24,0,1.52,5.8,20.31,4,0,0,0,0
15294,3.18,49.99,51.39,114.87,96.18,0,37.76,15.84,0,34.02,0,2.18,0,6.09,1.98,0,30,2.97,0,8.92
4882,47.34,243.39,217.23,38.54,112.24,0,0.86,89.95,8.48,39.86,18.47,24.79,0,18.54,11.02,0,35,0.84,0,0
871,83.42,80.17,95.27,21.45,112.24,0,45.55,14.6,22.57,37.6,26.47,0,0,0,3.47,22,300,3.99,0,0
7276,97.27,133.15,51.88,107.67,85.14,0,9.15,45.78,21.78,22.4,49.48,49.67,94.7,14.1,8.97,0,124.5,10.66,0,0
4151,20.49,100.33,55.83,28.6,55.27,0,29.07,59.83,190.63,6.4,26.74,22.49,0,0,0.59,0,54.5,5.1,0,0
795,6.85,26.15,22.86,20.58,2.19,0,0.55,4.19,4.97,4.99,2.99,0,0,0,1.59,0,37,0,0,0
3641,263.65,20.22,43.15,22.12,76.72,0,2.59,138.46,5.69,7.68,28.66,2.17,0,0,0.6,0,0,0,0,1.52
7399,15.74,33.39,17.6,17.4,25.27,0,3.55,44.48,6.98,5.32,90.97,0,96.78,6.51,0.9,0,0,1.99,0,1.61
14446,203.77,68.36,12.4,69.42,4.99,0,54.48,0,21.05,1.27,0,0,19.28,0,0.56,9,0,0,3.46,34.08
2848,218.19,158.79,94.37,97.73,112.11,0,16.32,117.54,51.22,35.87,155.38,0,101.98,21.05,21.6,0,0,2.55,0,0
14139,115.89,29.28,18.15,52.38,134,0,0,24.33,11.7,24.75,61.27,0,4.03,1.97,3.66,0,0,0,0,0
951,67.6,39.36,41.16,39.88,22.01,0,0.43,2.49,5.53,23.65,4.36,0,37.84,0,0.99,0,10,0,0,1.83
8381,94.14,61.79,30.52,19.49,26.16,0,122.48,0.98,2.62,3.82,0.99,0,0,49.31,0.89,0,0,0,0,0
15827,43.23,36.39,56.36,9.14,20.06,0,0.38,12.48,0.53,0,8.76,0,34.25,2.52,2,0,0,0,2.76,1.92
6738,20,70.39,80.99,125.43,37.97,0,0.6,2.22,8,24.98,24.08,722.45,23.63,2.38,0,0,0,2.09,5.78,12.82
7520,31.87,27.77,6.92,35.27,19.69,0,2.7,19.76,4.04,16.55,56.2,0,9.78,15.13,8.46,0,0,0,0,0
176,29.23,15.97,6.28,20.58,8.99,0,4.95,9.26,0.84,9.49,8.88,0,49.31,0,3.26,16,10,1.18,0,1.92
10419,20.85,4.67,2.17,6.27,12.45,0,9.54,2.18,5.53,7.13,6.83,0,15.94,3.73,0.89,0,10,1.69,0,0
9580,9.32,9.78,0,5.12,14.19,0,0,0,0.84,8.31,19.69,10.07,13.17,0,0.89,0,0,0,0,0
647,16.62,72.19,25.65,29.31,78.49,0,9.71,44.37,19.33,50.87,17.8,0,6.46,3.9,15.49,0,0,4.6,0,12.39
4810,26.43,44.87,148.27,25.5,78.42,0,5.75,56.27,17.5,63.57,13.82,3.98,0,13.93,29.36,1,0,0,0,0.67
15556,67.63,90.57,26.52,39.42,27.11,0,0.7,87.83,12.89,0,67.4,0,157.85,2.04,0,0,0,3.38,4.22,2.45
3176,106.38,56.74,39.56,86.92,12.03,0,36.39,20.09,35.63,12.83,40.87,0,13.77,0,11.96,0,0,0,0,0
9427,170.18,121.58,90.42,97.72,300.98,0,15.45,184.03,13.46,63.7,120.25,446.36,59.49,0.72,8.63,56,0,51.56,0,15.27
2764,141.21,76.62,29.49,59.27,31.03,0,10,26.39,1.29,21.75,76.39,0,15.72,11.31,4.09,0,0,13.7,0,8.84
3293,25.1,18.55,282.43,89.35,183.76,0,4.95,19,52.61,7.23,7.73,0,9.59,0.93,3.56,0,0,2.96,67.58,0
4978,144.86,96.36,102.03,151.49,87.23,0,18.6,19.02,14.83,25.34,71.2,4.64,0,24.26,21.07,0,20,1.69,0,9.85
1918,76.53,45.75,48.5,41.17,68.44,0,8.15,38.9,20.71,36.25,17.46,0,0,19.68,16.61,0,0,11.87,0,0.59
14051,30.5,23.28,57.16,25.3,22.74,0,0,58.29,0,24.11,50.29,107.45,0,1.99,9.95,-8,0,4.24,0,0
2833,55.21,72.5,57.71,79.34,48.69,0,4.05,41.43,12.74,15.81,107.17,0,8.08,0,1.88,0,0,6.23,0,0
8888,143.85,47.73,32.06,92.37,76.08,0,7.52,25.01,26.15,18.26,36,15.65,245.9,13.38,3.06,1,0,18.07,0,0
1905,12.2,44.97,43.61,23.98,24.82,0,3.11,18.44,19.07,49.77,27.69,0,33.25,9.05,4.68,1,0,0,0,1.61
2313,39.71,29.1,4.92,52.67,14.15,0,1.39,21.3,5.46,7.24,41.95,0,23.55,0,0,0,0,0,4.05,0
12189,489.42,210.43,202.92,73.02,147.53,0,0,53.14,30.36,79.72,124.06,0,26.43,9.78,0,0,0,7.35,0,0
10386,97.66,123.66,50.43,57.57,29.6,0,13.69,100.27,5.66,65.93,34.73,85.92,138.79,0,21.48,0,35,2.54,0,0
12969,17.05,15.02,5.94,20.46,32.06,0,0,2.19,0.72,10.1,13.86,0,32.3,0,0,27,20,1.15,0,0
12114,24.41,32.35,38.36,23.66,11.27,0,0,25.23,11.35,8.65,5.65,10,48.03,33.45,1.78,0,0,29.74,0,4.25
4051,46.1,34.63,17.98,28.24,122.08,0,5.6,4.54,5.95,32.42,96.29,20.41,0,13.77,7.19,7.5,0,1.1,1.49,15.18
10114,6.95,53.5,28.12,38.86,66.24,0,5.9,49.77,4.48,23.23,33.04,61.32,57.09,0,1.19,1,30,0.84,0,0
13131,75.79,148.56,128.87,98.83,36.45,0,0,102.42,65.4,41.8,57.89,78.07,62.69,32.1,0,0,0,11.89,0,3.38
45,30.21,142.16,106.54,83.42,24.31,0,17.49,56.51,29.65,7.05,60.31,0,0,2,8.08,0,0,0,0,0
2438,60.41,40.19,63.33,32.58,51.13,0,0.65,9.27,6.77,12.86,69.53,0,28.95,48.18,0.29,0,0,0,0,0
4187,38.98,44.77,49.26,15.33,78.85,0,8.7,23.53,35.17,3.91,184.56,117.2,0,2.31,0,10,0,72.11,3.96,7.25
2473,149.68,69.51,56.4,123.26,58.73,0,10.8,20.95,22.19,17.25,67.41,0,25.5,87.66,2.47,0,0,0,1,0
13047,29.07,57.5,23.49,30.29,37.75,0,0,16.34,1.46,15.62,47.51,0,0,0,0,0,0,0,0,0
7314,113.96,102.2,78.56,67.65,106.33,0,12.28,213.27,12.55,47.03,56.26,0,0,1.33,7.98,0,0,1.27,0,1.69
16040,13.25,18.95,66.84,34.25,24.04,0,5.59,16.52,9.23,10.82,0,0,0,96.76,9.12,0,0,29.95,0,0
2603,64.15,102.06,33.75,121.8,98.94,0,68.5,43.42,26.88,15.41,38.15,0,2.88,31.1,3.57,36,0,9.99,0,3.4
4355,34.26,26.61,44.08,48.65,81.17,0,26.69,51.02,12.78,23.67,74.58,9.62,0,1.3,5,0,0,119.12,0,7.05
10159,25.06,21.05,15.92,16.21,19.28,0,46.61,20.09,8.95,14.12,28.93,172.93,26.44,2.49,6.76,19,30,11.75,0,0
12393,212.32,175.09,123.14,141.82,39.77,0,0,33.91,18.49,36.26,119.69,0,14.44,1.16,0,0,0,6.61,12.24,0.84
11555,95.63,35.44,133.77,66.77,56.67,0,5.05,54.98,20.41,30.92,15.39,3.63,99.59,49.12,22.09,2,25,4.01,0,1.52
5264,7.87,11.28,5.5,15.77,9.57,0,4.55,6.47,9.1,14.28,30.35,62.68,179.08,0,3.56,0,65,0,0,2.77
12606,85.5,64.81,29.13,27.18,46.67,0,0,70.63,5.79,19.1,33.25,74.87,117.31,12.01,0,0,5,0,0,3.4
7063,11.51,18.53,27.28,4.86,9.32,0,79.72,8.67,15.93,26.68,8.25,0,93.47,0,2.97,0,0,4.06,0,0
13420,114.74,82.98,41.09,62.73,22.07,0,0,23.58,5.23,24.83,93.32,34.69,0,57.37,7.75,0,0,1.15,0,0
