customer_number,baskets,total_quantity,average_quantity,total_spend,average_spend
3122,769,939,1.22106632,866.09,1.13
8381,650,738,1.135384615,443.4,0.68
13935,229,269,1.174672489,444.97,1.94
11845,105,122,1.161904762,762.5,7.26
11846,62,95,1.532258065,119.31,1.92
9378,620,796,1.283870968,"1,357.40",2.19
8407,572,628,1.097902098,574.51,1
4917,618,752,1.216828479,869.81,1.41
8410,296,343,1.158783784,315.74,1.07
14716,227,350,1.54185022,581.98,2.56
13939,228,275,1.206140351,308.61,1.35
6237,170,214,1.258823529,263.54,1.55
10683,607,801,1.319604613,907.56,1.5
6240,464,513,1.105603448,420.67,0.91
3126,490,613,1.251020408,842.24,1.72
3128,600,749,1.248333333,873.07,1.46
6239,395,528,1.336708861,675.19,1.71
3127,519,576,1.10982659,551.7,1.06
15371,328,408,1.243902439,264.44,0.81
10703,451,506,1.12195122,560.14,1.24
10856,306,346,1.130718954,731.08,2.39
13946,758,904,1.192612137,"1,001.80",1.32
4919,542,690,1.273062731,766.13,1.41
4922,243,297,1.222222222,887.91,3.65
4924,572,730,1.276223776,963.14,1.68
16254,309,372,1.203883495,460.14,1.49
10689,376,470,1.25,"1,011.12",2.69
9735,545,670,1.229357798,698.97,1.28
14719,779,891,1.143774069,"1,288.26",1.65
3139,681,973,1.428781204,"1,371.68",2.01
11784,110,115,1.045454545,826.07,7.51
6235,274,299,1.091240876,396.55,1.45
15373,151,207,1.370860927,547.56,3.63
10693,416,476,1.144230769,962.55,2.31
3144,473,519,1.097251586,870.78,1.84
3145,171,188,1.099415205,256.67,1.5
3155,99,109,1.101010101,154.93,1.56
6246,726,811,1.11707989,"1,254.68",1.73
13962,431,632,1.466357309,675.57,1.57
3152,407,1019,2.503685504,"1,151.82",2.83
13969,277,366,1.321299639,552.72,2
8417,980,1035,1.056122449,"1,766.08",1.8
8427,652,780,1.196319018,804.89,1.23
6250,186,231,1.241935484,540.51,2.91
6252,490,679,1.385714286,875.91,1.79
9748,276,302,1.094202899,532.96,1.93
6254,534,708,1.325842697,632.32,1.18
6248,1550,1823,1.176129032,"3,940.75",2.54
13972,427,554,1.297423888,416.93,0.98
3148,204,221,1.083333333,273.14,1.34
13967,82,96,1.170731707,117.51,1.43
8428,533,712,1.335834897,622.52,1.17
10697,734,951,1.295640327,990.47,1.35
6245,215,241,1.120930233,433.78,2.02
4934,263,346,1.315589354,763.06,2.9
6258,272,293,1.077205882,418.5,1.54
3158,785,903,1.150318471,892.48,1.14
3170,307,349,1.136807818,470.41,1.53
9751,199,303,1.522613065,694.18,3.49
3168,145,163,1.124137931,195.46,1.35
3172,755,822,1.088741722,"1,013.38",1.34
13975,399,441,1.105263158,569.53,1.43
3165,701,808,1.152639087,778.9,1.11
10700,139,162,1.165467626,189.72,1.36
6251,466,503,1.079399142,570.77,1.22
3167,721,858,1.19001387,"1,024.33",1.42
10701,1695,2081,1.227728614,"2,506.35",1.48
4941,409,485,1.185819071,484.65,1.18
13985,391,456,1.166240409,331.51,0.85
4942,469,624,1.330490405,"1,012.73",2.16
3177,286,322,1.125874126,416.03,1.45
13981,654,749,1.145259939,811.56,1.24
3176,419,567,1.353221957,491.49,1.17
6889,533,612,1.148217636,691.33,1.3
3182,423,459,1.085106383,468.73,1.11
3181,134,172,1.28358209,187.3,1.4
13995,158,208,1.316455696,530.4,3.36
10706,1129,1376,1.218777679,"1,425.28",1.26
15838,362,389,1.074585635,561.07,1.55
10707,563,689,1.223801066,850.98,1.51
3193,224,248,1.107142857,292.51,1.31
14000,298,324,1.087248322,333.82,1.12
11510,1526,1716,1.124508519,"2,181.41",1.43
9400,442,511,1.156108597,707.64,1.6
10710,326,372,1.141104294,368.7,1.13
8434,794,969,1.220403023,"1,195.92",1.51
14723,281,367,1.306049822,355.92,1.27
8442,453,503,1.110375276,"1,192.70",2.63
15839,133,154,1.157894737,162.49,1.22
6270,1112,1147,1.03147482,"1,532.24",1.38
4949,289,337,1.166089965,355.04,1.23
3202,795,934,1.174842767,934.77,1.18
6267,187,271,1.449197861,569.32,3.04
11355,739,786,1.063599459,921.9,1.25
3203,1385,1718,1.240433213,"1,951.11",1.41
3200,305,369,1.209836066,344.46,1.13
9398,429,496,1.156177156,920.15,2.14
3196,573,594,1.036649215,614.18,1.07
10963,325,365,1.123076923,346.85,1.07
14014,735,1142,1.553741497,"1,515.44",2.06
14011,148,150,1.013513514,332.19,2.24
3218,80,97,1.2125,109.9,1.37
3213,641,706,1.101404056,"1,015.64",1.58
6894,372,427,1.147849462,405.38,1.09
8429,391,471,1.204603581,789.66,2.02
3214,733,843,1.150068213,771.69,1.05
10714,620,763,1.230645161,"1,117.44",1.8
3210,728,852,1.17032967,979.21,1.35
9392,308,353,1.146103896,534.23,1.73
11071,1088,1389,1.276654412,"2,135.45",1.96
14021,267,299,1.119850187,429.77,1.61
14727,60,84,1.4,109.47,1.82
14027,218,470,2.155963303,753.01,3.45
3230,900,1164,1.293333333,"1,659.42",1.84
4970,335,428,1.27761194,335.76,1
8450,229,282,1.231441048,420.08,1.83
11990,223,244,1.094170404,496.33,2.23
9740,79,96,1.215189873,152.34,1.93
9397,1457,1778,1.220315717,"1,913.28",1.31
9750,527,637,1.208728653,750.66,1.42
11988,129,150,1.162790698,150.03,1.16
6899,359,514,1.431754875,"1,051.85",2.93
8456,395,451,1.141772152,375.39,0.95
14037,132,150,1.136363636,187.76,1.42
10725,636,715,1.124213836,"1,032.22",1.62
14728,351,405,1.153846154,714.14,2.03
9406,478,513,1.073221757,651.5,1.36
15391,739,804,1.087956698,835.77,1.13
3243,1169,1357,1.160821215,"2,019.02",1.73
15843,80,89,1.1125,81.02,1.01
10728,667,754,1.130434783,714.38,1.07
8455,209,251,1.200956938,412.74,1.97
11108,532,581,1.092105263,"1,530.29",2.88
6299,1182,1317,1.114213198,"1,320.36",1.12
11229,689,727,1.055152395,886.56,1.29
6294,438,525,1.198630137,540.3,1.23
15394,76,80,1.052631579,94.54,1.24
10732,702,856,1.219373219,"1,041.28",1.48
4976,590,681,1.154237288,873.25,1.48
4984,520,711,1.367307692,925.42,1.78
11159,560,623,1.1125,573.22,1.02
6292,289,326,1.128027682,456.08,1.58
14051,344,408,1.186046512,458.25,1.33
8464,1497,1736,1.159652639,"2,415.03",1.61
6305,191,254,1.329842932,667.22,3.49
8459,526,580,1.102661597,775.01,1.47
4978,790,864,1.093670886,840.47,1.06
3269,249,289,1.16064257,383.04,1.54
14060,265,383,1.445283019,519.13,1.96
4993,353,419,1.186968839,637.78,1.81
14057,467,487,1.042826552,523.58,1.12
6314,1391,1729,1.242990654,"2,801.32",2.01
3289,232,248,1.068965517,291.99,1.26
8803,31,42,1.35483871,61.35,1.98
3278,464,635,1.368534483,614.16,1.32
8461,573,720,1.256544503,"1,476.38",2.58
15403,416,504,1.211538462,753.63,1.81
6904,812,1077,1.32635468,"1,582.62",1.95
14734,158,214,1.35443038,663.45,4.2
3293,533,989,1.855534709,845.32,1.59
4994,1257,1649,1.31185362,"2,374.54",1.89
5006,160,195,1.21875,450.43,2.82
11187,515,619,1.201941748,731.91,1.42
5008,221,331,1.497737557,628.29,2.84
14085,407,460,1.13022113,507.95,1.25
9756,616,724,1.175324675,671.22,1.09
9412,418,471,1.126794258,625.48,1.5
14737,1183,1220,1.031276416,"1,555.35",1.31
8477,328,347,1.057926829,403.06,1.23
14086,350,434,1.24,477.89,1.37
10740,908,1066,1.174008811,"1,460.31",1.61
8478,424,503,1.186320755,594.58,1.4
5009,536,675,1.259328358,705.6,1.32
3311,316,338,1.069620253,335.81,1.06
11737,1822,1994,1.094401756,"1,723.03",0.95
10908,3119,3460,1.109329913,"3,843.57",1.23
8485,660,798,1.209090909,738.76,1.12
14095,329,418,1.270516717,765,2.33
10743,949,1189,1.252897787,"1,925.83",2.03
3315,259,306,1.181467181,381.65,1.47
9435,423,501,1.184397163,698.31,1.65
14096,308,404,1.311688312,550.12,1.79
9419,343,358,1.043731778,430.79,1.26
15407,111,146,1.315315315,262.98,2.37
6913,182,244,1.340659341,267.53,1.47
3325,219,239,1.091324201,307.29,1.4
8488,747,955,1.278447122,"1,745.91",2.34
6327,242,298,1.231404959,665.08,2.75
5013,437,528,1.208237986,"1,195.42",2.74
14104,186,197,1.059139785,894.12,4.81
11221,185,204,1.102702703,240.85,1.3
5011,990,1222,1.234343434,"1,305.51",1.32
14741,272,290,1.066176471,235.87,0.87
9420,290,368,1.268965517,373.4,1.29
14105,242,329,1.359504132,731.87,3.02
16281,609,685,1.124794745,668.36,1.1
10744,260,293,1.126923077,900.59,3.46
9757,1818,2422,1.332233223,"2,409.72",1.33
9427,829,972,1.172496984,"1,854.66",2.24
6330,589,664,1.127334465,682.08,1.16
14111,368,384,1.043478261,353.87,0.96
9423,1228,1525,1.241856678,"1,818.45",1.48
11672,381,475,1.24671916,572.67,1.5
6917,261,304,1.164750958,391.98,1.5
9424,286,334,1.167832168,402.82,1.41
10761,1053,1231,1.169040836,"1,191.06",1.13
3331,1040,1328,1.276923077,"1,367.09",1.31
14122,451,800,1.77383592,"1,061.92",2.35
15850,230,260,1.130434783,220.82,0.96
6333,578,694,1.200692042,902.99,1.56
4517,313,381,1.217252396,447.24,1.43
14127,379,488,1.287598945,586.55,1.55
15412,312,371,1.189102564,462.08,1.48
12000,141,172,1.219858156,184.05,1.31
8847,218,282,1.293577982,294.99,1.35
5025,448,577,1.287946429,"1,083.39",2.42
3353,714,795,1.113445378,919.68,1.29
3351,279,328,1.17562724,453.81,1.63
5029,240,317,1.320833333,619.03,2.58
15852,110,162,1.472727273,289.72,2.63
15414,343,368,1.072886297,431.93,1.26
11420,222,264,1.189189189,344.72,1.55
3355,224,251,1.120535714,382.19,1.71
6335,136,169,1.242647059,375.41,2.76
14132,1085,1150,1.059907834,"1,378.47",1.27
3363,291,324,1.113402062,348.2,1.2
14130,528,552,1.045454545,"1,605.71",3.04
11080,514,564,1.097276265,581.62,1.13
11242,687,855,1.244541485,"1,244.14",1.81
11579,1020,1145,1.12254902,"1,726.49",1.69
8504,318,340,1.06918239,320.07,1.01
6344,573,599,1.045375218,682.53,1.19
10753,342,425,1.242690058,542.48,1.59
15419,322,353,1.096273292,685.04,2.13
5031,370,412,1.113513514,443.12,1.2
6340,1810,2394,1.322651934,"3,578.62",1.98
6355,673,884,1.313521545,"1,148.66",1.71
14135,149,173,1.161073826,248.55,1.67
11191,608,720,1.184210526,989.08,1.63
8519,549,635,1.156648452,933.62,1.7
6920,365,411,1.126027397,799.87,2.19
6924,698,820,1.1747851,920.92,1.32
14139,452,543,1.201327434,544.4,1.2
14138,247,281,1.137651822,315,1.28
8520,362,371,1.024861878,660.49,1.82
6922,492,527,1.071138211,515.3,1.05
5036,607,762,1.255354201,"1,469.03",2.42
8523,559,843,1.508050089,937.43,1.68
3386,798,936,1.172932331,"1,263.47",1.58
6350,195,239,1.225641026,569.77,2.92
16287,440,583,1.325,765.72,1.74
14144,302,323,1.069536424,612.06,2.03
6348,686,855,1.246355685,"1,014.49",1.48
14146,386,487,1.261658031,711.19,1.84
3394,553,564,1.019891501,466.42,0.84
14148,32,33,1.03125,48.83,1.53
6358,282,316,1.120567376,476.98,1.69
16292,690,793,1.149275362,"1,384.62",2.01
3391,388,520,1.340206186,506.22,1.3
9760,314,352,1.121019108,460.13,1.47
11298,360,448,1.244444444,429.59,1.19
5044,170,237,1.394117647,798.25,4.7
6370,956,1454,1.520920502,"1,534.38",1.61
14159,341,439,1.287390029,414.7,1.22
3395,147,322,2.19047619,205.88,1.4
6365,627,735,1.172248804,896.96,1.43
3398,434,599,1.380184332,597.45,1.38
14154,394,423,1.073604061,517.87,1.31
6923,269,299,1.111524164,368.31,1.37
5055,209,270,1.291866029,396.86,1.9
10765,1009,1204,1.193260654,"1,163.49",1.15
8539,383,507,1.323759791,744.4,1.94
8552,839,1297,1.545887962,"1,100.42",1.31
8540,376,428,1.138297872,568.44,1.51
15426,1023,1058,1.034213099,"1,625.86",1.59
16294,302,427,1.413907285,849.26,2.81
14177,1099,1295,1.178343949,"1,394.31",1.27
5056,450,545,1.211111111,"1,392.85",3.1
5053,1247,1574,1.26222935,"1,389.59",1.11
5050,157,221,1.407643312,221.68,1.41
16295,277,322,1.162454874,679.7,2.45
10767,213,275,1.291079812,538.06,2.53
9767,604,719,1.190397351,"1,692.87",2.8
8536,207,227,1.096618357,416.26,2.01
10781,574,682,1.18815331,"1,303.38",2.27
5057,1502,1766,1.175765646,"2,344.46",1.56
8543,464,526,1.13362069,620.06,1.34
3424,302,349,1.155629139,392.12,1.3
3420,203,319,1.571428571,309.54,1.52
8548,1198,1668,1.392320534,"2,593.27",2.16
5058,423,671,1.586288416,"1,641.05",3.88
9449,512,595,1.162109375,"1,184.28",2.31
8557,790,986,1.248101266,"2,107.98",2.67
11662,1158,1288,1.112262522,"1,663.78",1.44
15864,660,777,1.177272727,815.48,1.24
8564,614,724,1.179153094,958.35,1.56
14183,362,408,1.127071823,435.14,1.2
8568,508,554,1.090551181,784.57,1.54
5060,1594,1845,1.157465496,"1,610.37",1.01
3433,1105,1374,1.243438914,"1,905.49",1.72
11508,117,145,1.239316239,722.5,6.18
3431,243,308,1.267489712,389.65,1.6
10818,949,1049,1.105374078,"1,299.66",1.37
3451,450,528,1.173333333,586.28,1.3
14196,300,357,1.19,680.71,2.27
15439,358,498,1.391061453,370.59,1.04
3447,661,721,1.090771558,820.66,1.24
3452,521,554,1.063339731,767.84,1.47
8562,680,768,1.129411765,"1,228.44",1.81
11037,1122,1263,1.125668449,"1,812.83",1.62
14197,204,242,1.18627451,360.23,1.77
14192,258,274,1.062015504,619.61,2.4
11790,15,16,1.066666667,18.36,1.22
8563,519,643,1.238921002,"1,119.15",2.16
3446,1327,1511,1.138658628,"1,436.10",1.08
8567,353,419,1.186968839,579.73,1.64
5066,404,454,1.123762376,591.58,1.46
3455,664,796,1.198795181,856.82,1.29
14203,656,697,1.0625,758.41,1.16
11260,141,168,1.191489362,200.91,1.42
15865,433,562,1.297921478,654.05,1.51
3458,1592,1863,1.170226131,"2,107.22",1.32
3463,376,422,1.122340426,419.12,1.11
11791,290,337,1.162068966,725.16,2.5
3457,147,157,1.068027211,115.9,0.79
9762,277,314,1.133574007,383.51,1.38
16301,222,268,1.207207207,251.43,1.13
8586,355,418,1.177464789,507.29,1.43
6394,349,419,1.200573066,518.38,1.49
8588,468,515,1.10042735,549.4,1.17
8584,949,1175,1.238145416,"1,541.14",1.62
14213,733,838,1.14324693,768.64,1.05
3468,487,614,1.260780287,810.96,1.67
16303,302,331,1.09602649,354.32,1.17
8577,197,219,1.111675127,309.88,1.57
6396,89,102,1.146067416,198.93,2.24
14216,738,817,1.10704607,788.58,1.07
9465,849,982,1.156654888,"1,218.84",1.44
5076,800,852,1.065,"1,439.27",1.8
6395,254,317,1.248031496,453.65,1.79
6409,82,97,1.182926829,192.33,2.35
9230,70,76,1.085714286,73.59,1.05
11368,515,553,1.073786408,603.55,1.17
14221,744,864,1.161290323,933.25,1.25
6937,592,729,1.231418919,733.59,1.24
6939,157,296,1.885350318,896.09,5.71
14219,399,424,1.062656642,524.63,1.31
9458,202,234,1.158415842,306.27,1.52
5081,143,150,1.048951049,158.77,1.11
16306,273,300,1.098901099,462.81,1.7
3497,450,521,1.157777778,650.08,1.44
15447,202,227,1.123762376,322.96,1.6
11348,1089,1316,1.208448118,"1,830.73",1.68
9471,654,753,1.151376147,612.52,0.94
5080,670,762,1.137313433,863.76,1.29
14233,252,311,1.234126984,693.21,2.75
6940,272,344,1.264705882,483.61,1.78
8606,274,304,1.109489051,355.61,1.3
6952,760,904,1.189473684,"1,147.33",1.51
14239,173,193,1.115606936,287.19,1.66
14761,348,381,1.094827586,348.71,1
15449,69,75,1.086956522,80.34,1.16
6415,613,710,1.158238173,908.58,1.48
6948,309,365,1.181229773,493.5,1.6
3513,331,404,1.220543807,487.04,1.47
6950,70,90,1.285714286,291.45,4.16
6951,1800,1985,1.102777778,"2,466.40",1.37
6945,280,375,1.339285714,686.68,2.45
15875,419,504,1.202863962,474.5,1.13
6414,428,466,1.088785047,817.95,1.91
5092,413,663,1.605326877,584.72,1.42
14240,292,404,1.383561644,481.28,1.65
3529,275,318,1.156363636,369.02,1.34
3530,243,278,1.144032922,278.74,1.15
5091,541,1086,2.007393715,"1,639.03",3.03
8607,520,524,1.007692308,463.81,0.89
6428,667,730,1.094452774,707.49,1.06
11400,440,506,1.15,542.56,1.23
15455,259,300,1.158301158,370.14,1.43
5090,710,953,1.342253521,"1,324.80",1.87
10786,701,792,1.129814551,"1,303.65",1.86
15879,123,150,1.219512195,297.89,2.42
3541,137,168,1.226277372,507.81,3.71
5093,676,786,1.162721893,858.73,1.27
3545,132,145,1.098484848,152.97,1.16
9784,377,405,1.074270557,716.13,1.9
3552,351,388,1.105413105,395.62,1.13
14257,630,759,1.204761905,898.35,1.43
8614,659,765,1.160849772,960.93,1.46
15459,105,119,1.133333333,143.93,1.37
14251,385,454,1.179220779,634.3,1.65
14768,339,379,1.1179941,428.16,1.26
8622,463,676,1.460043197,654.32,1.41
8623,271,372,1.372693727,704.68,2.6
14253,330,383,1.160606061,"1,492.15",4.52
11481,420,522,1.242857143,550.12,1.31
6953,207,227,1.096618357,303.23,1.46
3555,293,315,1.075085324,379.58,1.3
15458,28,30,1.071428571,30.23,1.08
6432,330,452,1.36969697,452.95,1.37
11634,477,623,1.306079665,698.54,1.46
14260,277,344,1.241877256,386.73,1.4
3568,457,550,1.203501094,613.66,1.34
3570,987,1047,1.060790274,"1,378.81",1.4
15463,81,94,1.160493827,192.04,2.37
5107,436,635,1.456422018,"1,045.31",2.4
3571,1434,1609,1.122036262,"2,341.57",1.63
5105,400,439,1.0975,402.61,1.01
9476,328,363,1.106707317,465.43,1.42
9470,254,269,1.059055118,519.98,2.05
6954,138,158,1.144927536,315.21,2.28
9484,1064,1202,1.129699248,"2,107.59",1.98
6955,398,443,1.113065327,520.16,1.31
6441,302,348,1.152317881,720.96,2.39
3587,423,621,1.468085106,870.91,2.06
3579,508,649,1.277559055,792.52,1.56
5110,1222,1927,1.576923077,"4,091.27",3.35
14283,376,386,1.026595745,430.87,1.15
14282,1088,1441,1.324448529,"1,405.01",1.29
14279,162,222,1.37037037,298.45,1.84
5104,220,265,1.204545455,490.49,2.23
3586,483,538,1.113871636,625.68,1.3
16316,172,213,1.238372093,330.4,1.92
3583,598,705,1.178929766,619.83,1.04
6434,635,695,1.094488189,877.16,1.38
9778,1147,1466,1.278116827,"1,754.97",1.53
8639,262,275,1.049618321,332.89,1.27
10805,256,289,1.12890625,353.04,1.38
